季节;朝代;年;公历年;季;衙门;官职;官职简写;官员;品级;身份;名;公历年次数;原姓名;民族;旗分;爵位;科举
春;光绪;七;1881;1;盛京工部;盛京工部侍郎;侍郎;工部侍郎;正二;;兴恩;7;;满洲;正白;;进士
冬;光绪;八;1882;4;盛京工部;盛京工部侍郎;侍郎;工部侍郎;正二;;兴恩;7;;满洲;正白;;进士
春;光绪;十六;1890;1;奉天府;奉天府府尹;府尹;二品衔都察院右副都御史奉天府府尹行巡抚事;从二;;兴陞;4;;满洲;正蓝;;生员
春;光绪;十八;1892;1;奉天府;奉天府府尹;府尹;二品衔都察院右副都御史奉天府府尹行巡抚事;从二;;兴陞;4;;满洲;正蓝;;生员
冬;光绪;十九;1893;4;奉天府;奉天府府尹;府尹;二品衔都察院右副都御史奉天府府尹行巡抚事;从二;;兴陞;4;;满洲;正蓝;;生员
夏;光绪;二十;1894;2;奉天府;奉天府府尹;府尹;二品衔都察院右副都御史奉天府府尹行巡抚事;从二;;兴陞;4;;满洲;正蓝;;生员
夏;光绪;十二;1886;2;盛京兵部;盛京兵部侍郎;侍郎;兵部侍郎;正二;;凤秀;5;;满洲;镶黄;;监生
春;光绪;十三;1887;1;盛京兵部;盛京兵部侍郎;侍郎;兵部侍郎;正二;;凤秀;5;;满洲;镶黄;;监生
冬;光绪;十四;1888;4;盛京兵部;盛京兵部侍郎;侍郎;兵部侍郎;正二;;凤秀;5;;满洲;镶黄;;监生
夏;光绪;十五;1889;2;盛京兵部;盛京兵部侍郎;侍郎;兵部侍郎;正二;;凤秀;5;;满洲;镶黄;;监生
春;光绪;十六;1890;1;盛京兵部;盛京兵部侍郎;侍郎;兵部侍郎;正二;;凤秀;5;;满洲;镶黄;;监生
冬;光绪;十九;1893;4;盛京工部;盛京工部侍郎;侍郎;工部侍郎;正二;;凤秀;4;;满洲;镶黄;;监生
夏;光绪;二十;1894;2;盛京工部;盛京工部侍郎;侍郎;工部侍郎;正二;;凤秀;4;;满洲;镶黄;;监生
春;光绪;二十一;1895;1;盛京工部;盛京工部侍郎;侍郎;工部侍郎;正二;;凤秀;4;;满洲;镶黄;;监生
夏;光绪;二十二;1896;2;盛京工部;盛京工部侍郎;侍郎;工部侍郎;正二;;凤秀;4;;满洲;镶黄;;监生
春;光绪;二十五;1899;1;副都统;阿勒楚喀副都统;副都统;镇守阿勒楚喀地方副都统;从二;;凤翔;1;;汉军;镶黄;;
秋;光绪;二十六;1900;3;副都统;黑龙江副都统;副都统;镇守黑龙江等处副都统;从二;;凤翔;1;;汉军;镶黄;;
冬;道光;十;1830;4;盛京礼部;盛京礼部侍郎;侍郎;礼部侍郎;正二;;凯音布;1;;满洲;正蓝;;
秋;道光;十七;1837;3;盛京工部;盛京工部侍郎;侍郎;工部侍郎;正二;宗室;功普;1;;满洲;正蓝;;
春;同治;九;1870;1;副都统;三姓副都统;副都统;镇守三姓地方副都统;从二;;勝安;6;;满洲;正白;;
春;同治;十;1871;1;副都统;三姓副都统;副都统;镇守三姓地方副都统;从二;;勝安;6;;满洲;正白;;
夏;同治;十一;1872;2;副都统;三姓副都统;副都统;镇守三姓地方副都统;从二;;勝安;6;;满洲;正白;;
冬;同治;十二;1873;4;副都统;三姓副都统;副都统;镇守三姓地方副都统;从二;;勝安;6;;满洲;正白;;
夏;同治;十三;1874;2;副都统;三姓副都统;副都统;镇守三姓地方副都统;从二;;勝安;6;;满洲;正白;;
夏;光绪;一;1875;2;副都统;三姓副都统;副都统;镇守三姓地方副都统;从二;;勝安;6;;满洲;正白;;
冬;嘉庆;二十一;1816;4;盛京礼部;盛京礼部侍郎;侍郎;礼部侍郎;正二;;升寅;5;昇黄;满洲;镶黄;;
春;嘉庆;二十二;1817;1;盛京礼部;盛京礼部侍郎;侍郎;礼部侍郎;正二;;升寅;5;昇黄;满洲;镶黄;;
冬;嘉庆;二十二;1817;4;盛京礼部;盛京礼部侍郎;侍郎;礼部侍郎;正二;;升寅;5;昇黄;满洲;镶黄;;举人
夏;嘉庆;二十五;1820;2;盛京礼部;盛京礼部侍郎;侍郎;礼部侍郎;正二;;升寅;5;昇黄;满洲;镶蓝;;
夏;道光;四;1824;2;盛京礼部;盛京礼部侍郎;侍郎;礼部侍郎;正二;;升寅;5;昇黄;满洲;镶黄;;举人
秋;乾隆;三十八;1773;3;奉天府;奉天府府尹;府尹;奉天府府尹;正三;;博卿额;1;;满洲;镶红;;
秋;嘉庆;十七;1812;3;盛京工部;盛京工部侍郎;侍郎;工部侍郎;正二;宗室;博庆额;1;;满洲;镶红;;
冬;光绪;十四;1888;4;副都统;墨尔根副都统;副都统;镇守墨尔根副都统;从二;;博栋阿;16;;蒙古;镶黄;;
夏;光绪;十五;1889;2;副都统;墨尔根副都统;副都统;镇守墨尔根副都统;从二;;博栋阿;16;;蒙古;镶黄;;
春;光绪;十六;1890;1;副都统;墨尔根副都统;副都统;镇守墨尔根副都统;从二;;博栋阿;16;;蒙古;正黄;;
春;光绪;十八;1892;1;副都统;墨尔根副都统;副都统;镇守墨尔根副都统;从二;;博栋阿;16;;蒙古;镶黄;;
冬;光绪;十九;1893;4;副都统;墨尔根副都统;副都统;镇守墨尔根副都统;从二;;博栋阿;16;;蒙古;镶黄;;
夏;光绪;二十;1894;2;副都统;墨尔根副都统;副都统;镇守墨尔根副都统;从二;;博栋阿;16;;蒙古;镶黄;;
春;光绪;二十一;1895;1;副都统;墨尔根副都统;副都统;镇守墨尔根副都统;从二;;博栋阿;16;;蒙古;镶黄;;
夏;光绪;二十二;1896;2;副都统;墨尔根副都统;副都统;镇守墨尔根副都统;从二;;博栋阿;16;;蒙古;镶黄;;
夏;光绪;二十三;1897;2;副都统;墨尔根副都统;副都统;镇守墨尔根副都统;从二;;博栋阿;16;;蒙古;镶黄;;
秋;光绪;二十四;1898;3;副都统;墨尔根副都统;副都统;镇守墨尔根副都统;从二;;博栋阿;16;;蒙古;镶黄;;
春;光绪;二十五;1899;1;副都统;墨尔根副都统;副都统;镇守墨尔根副都统;从二;;博栋阿;16;;蒙古;镶黄;;
秋;光绪;二十六;1900;3;副都统;墨尔根副都统;副都统;镇守墨尔根副都统;从二;;博栋阿;16;;蒙古;镶黄;;
冬;光绪;二十七;1901;4;副都统;墨尔根副都统;副都统;镇守墨尔根副都统;从二;;博栋阿;16;;蒙古;镶黄;;
夏;光绪;二十八;1902;2;副都统;墨尔根副都统;副都统;镇守墨尔根副都统;从二;;博栋阿;16;;蒙古;镶黄;;
春;光绪;二十九;1903;1;副都统;墨尔根副都统;副都统;镇守墨尔根副都统;从二;;博栋阿;16;;蒙古;镶黄;;
夏;光绪;三十;1904;2;副都统;墨尔根副都统;副都统;镇守墨尔根副都统;从二;;博栋阿;16;;蒙古;镶黄;;
春;同治;九;1870;1;副都统;伯都讷副都统;副都统;镇守伯都讷等处地方副都统;从二;;双福;7;;满洲;正蓝;;
春;同治;十;1871;1;副都统;伯都讷副都统;副都统;镇守伯都讷等处地方副都统;从二;;双福;7;;满洲;正蓝;;
夏;同治;十一;1872;2;副都统;伯都讷副都统;副都统;镇守伯都讷等处地方副都统;从二;;双福;7;;满洲;正蓝;;
冬;同治;十二;1873;4;副都统;伯都讷副都统;副都统;镇守伯都讷等处地方副都统;从二;;双福;7;;满洲;正蓝;;
夏;同治;十三;1874;2;副都统;伯都讷副都统;副都统;镇守伯都讷地方副都统;从二;;双福;7;;满洲;正蓝;;
夏;光绪;一;1875;2;副都统;伯都讷副都统;副都统;镇守伯都讷地方副都统;从二;;双福;7;;满洲;正蓝;;
春;光绪;七;1881;1;副都统;伯都讷副都统;副都统;镇守伯都讷等处地方副都统;从二;;双福;7;;满洲;正蓝;;
冬;光绪;二;1876;4;副都统;宁古塔副都统;副都统;镇守宁古塔地方副都统;从二;;双福;5;;满洲;正蓝;;
冬;光绪;三;1877;4;副都统;宁古塔副都统;副都统;镇守宁古塔地方副都统;从二;;双福;5;;满洲;正蓝;;
秋;光绪;四;1878;3;副都统;宁古塔副都统;副都统;镇守宁古塔地方副都统;从二;;双福;5;;满洲;正蓝;;
冬;光绪;四;1878;4;副都统;宁古塔副都统;副都统;镇守宁古塔地方副都统;从二;;双福;5;;满洲;正蓝;;
秋;光绪;五;1879;3;副都统;宁古塔副都统;副都统;镇守宁古塔地方副都统;从二;;双福;5;;满洲;正蓝;;
秋;咸丰;十;1860;3;盛京礼部;盛京礼部侍郎;侍郎;礼部侍郎;正二;;双福;1;;蒙古;正黄;;
夏;光绪;二十三;1897;2;副都统;宁古塔副都统;副都统;镇守宁古塔地方副都统;从二;;双龄;4;;满洲;正白;;
秋;光绪;二十四;1898;3;副都统;宁古塔副都统;副都统;镇守宁古塔地方副都统;从二;;双龄;4;;满洲;正白;;
春;光绪;二十五;1899;1;副都统;宁古塔副都统;副都统;镇守宁古塔地方副都统;从二;;双龄;4;;满洲;正白;;
秋;光绪;二十六;1900;3;副都统;宁古塔副都统;副都统;镇守宁古塔地方副都统;从二;;双龄;4;;满洲;正白;;
春;同治;十;1871;1;副都统;锦州副都统;副都统;镇守锦州等处地方副都统兼管庄粮捕牲驿站大凌河牧群总管事务;从二;;古尼音布;8;;满洲;镶白;协领;
夏;同治;十三;1874;2;副都统;锦州副都统;副都统;镇守锦州等处地方副都统兼管庄粮捕牲驿站大凌河牧群总管事务;从二;;古尼音布;8;;满洲;正白;;
夏;光绪;一;1875;2;副都统;锦州副都统;副都统;镇守锦州等处地方副都统兼管庄粮捕牲驿站大凌河牧群总管事务;从二;;古尼音布;8;;满洲;正蓝;;
冬;光绪;二;1876;4;副都统;锦州副都统;副都统;镇守锦州等处地方副都统兼管庄粮捕牲驿站大凌河牧群总管事务;从二;;古尼音布;8;;满洲;正蓝;;
冬;光绪;三;1877;4;副都统;锦州副都统;副都统;镇守锦州等处地方副都统兼管庄粮捕牲驿站大凌河牧群总管事务;从二;;古尼音布;8;;满洲;正蓝;;
秋;光绪;四;1878;3;副都统;锦州副都统;副都统;镇守锦州等处地方副都统兼管庄粮捕牲驿站大凌河牧场等;从二;;古尼音布;8;;满洲;正蓝;;
冬;光绪;四;1878;4;副都统;锦州副都统;副都统;镇守锦州等处地方副都统兼管庄粮捕牲驿站大凌河牧厂？？？;从二;;古尼音布;8;;满洲;正蓝;;
春;光绪;七;1881;1;副都统;锦州副都统;副都统;镇守锦州等处副都统兼管庄粮捕牲驿站大凌河牧群总管事务;从二;;古尼音布;8;吉音尼布;满洲;正蓝;;
秋;道光;六;1826;3;副都统;三姓副都统;副都统;镇守三姓地方副都统;从二;;吉勒通阿;4;;满洲;正白;;
春;道光;七;1827;1;副都统;三姓副都统;副都统;镇守三姓地方副都统;从二;;吉勒通阿;4;;满洲;正白;;
冬;道光;十;1830;4;副都统;三姓副都统;副都统;镇守三姓地方副都统;从二;;吉勒通阿;4;;满洲;正白;;
夏;道光;十三;1833;2;副都统;三姓副都统;副都统;镇守三姓地方副都统;从二;;吉勒通阿;4;;满洲;正白;;
夏;道光;十四;1834;2;副都统;伯都讷副都统;副都统;镇守白都讷等处地方副都统;从二;;吉勒通阿;5;;满洲;正白;;
夏;道光;十六;1836;2;副都统;伯都讷副都统;副都统;镇守白都讷等处地方副都统;从二;;吉勒通阿;5;;满洲;正白;;
秋;道光;十六;1836;3;副都统;伯都讷副都统;副都统;镇守白都讷等处地方副都统;从二;;吉勒通阿;5;;满洲;正白;;
冬;道光;十六;1836;4;副都统;伯都讷副都统;副都统;镇守白都讷等处地方副都统;从二;;吉勒通阿;5;;满洲;正白;;
夏;道光;十八;1838;2;副都统;伯都讷副都统;副都统;镇守伯都讷等处地方副都统;从二;;吉勒通阿;5;;满洲;正白;;
冬;同治;十二;1873;4;副都统;黑龙江副都统;副都统;镇守黑龙江等处副都统;从二;;吉尔洪额;3;吉尔洪阿;满洲;正白;协领;
夏;同治;十三;1874;2;副都统;黑龙江副都统;副都统;镇守黑龙江等处副都统;从二;;吉尔洪额;3;吉尔洪阿;满洲;正白;;
夏;光绪;一;1875;2;副都统;黑龙江副都统;副都统;镇守黑龙江等处副都统;从二;;吉尔洪额;3;吉尔洪阿;满洲;正白;;
秋;光绪;五;1879;3;副都统;锦州副都统;副都统;镇守锦州等处地方副都统兼管庄粮捕牲驿站大凌河牧厂等事务;从二;;吉尼音布;1;;满洲;正蓝;;
夏;道光;二十五;1845;2;奉天府;奉天府府尹;府尹;奉天府府尹;正三;;吉年;2;;满洲;镶蓝;;进士
春;咸丰;四;1854;1;奉天府;奉天府府尹;府尹;奉天府府尹;正三;;吉年;2;;满洲;镶蓝;;
夏;道光;十九;1839;2;副都统;吉林副都统;副都统;镇守吉林等处地方副都统;从二;;吉瑞;1;;满洲;镶黄;;
冬;嘉庆;二;1797;4;副都统;吉林副都统;副都统;镇守吉林地方副都统;从二;;吉禄;2;;满洲;镶红;;
秋;嘉庆;三;1798;3;副都统;吉林副都统;副都统;镇守吉林地方副都统;从二;;吉禄;2;;满洲;镶红;;
春;光绪;十六;1890;1;副都统;伯都讷副都统;副都统;伯都讷副都统管理北路驿站监督;从二;;吉陞阿;1;;蒙古;正蓝;;
冬;光绪;八;1882;4;副都统;兴京副都统;副都统;镇守兴京等处副都统;从二;宗室;同书;1;;满洲;镶蓝;;
冬;光绪;三;1877;4;副都统;兴京副都统;副都统;镇守兴京等处副都统;从二;宗室;同吉;7;;满洲;镶蓝;;
秋;光绪;四;1878;3;副都统;兴京副都统;副都统;镇守兴京等处地方副都统;从二;宗室;同吉;7;;满洲;镶蓝;;
冬;光绪;四;1878;4;副都统;兴京副都统;副都统;镇守兴京等处地方副都统;从二;宗室;同吉;7;;满洲;镶蓝;;
秋;光绪;五;1879;3;副都统;兴京副都统;副都统;镇守兴京等处地方副都统;从二;宗室;同吉;7;;满洲;正白;;
春;光绪;七;1881;1;副都统;兴京副都统;副都统;镇守兴京等处地方副都统;从二;宗室;同吉;7;;满洲;镶蓝;;
夏;光绪;十;1884;2;副都统;兴京副都统;副都统;镇守兴京等处副都统;从二;宗室;同吉;7;;满洲;镶蓝;;
春;光绪;十一;1885;1;副都统;兴京副都统;副都统;镇守兴京等处副都统;从二;宗室;同吉;7;;满洲;镶蓝;;
冬;光绪;十九;1893;4;盛京兵部;盛京兵部侍郎;侍郎;兵部侍郎;正二;;启秀;2;;满洲;正白;;进士
夏;光绪;二十;1894;2;盛京兵部;盛京兵部侍郎;侍郎;兵部侍郎;正二;;启秀;2;;满洲;正白;;进士
冬;光绪;八;1882;4;盛京户部;盛京户部侍郎;侍郎;户部侍郎;正二;;启秀;5;;满洲;正白;;
夏;光绪;十;1884;2;盛京户部;盛京户部侍郎;侍郎;户部侍郎;正二;;启秀;5;;满洲;正白;;进士
春;光绪;十一;1885;1;盛京户部;盛京户部侍郎;侍郎;户部侍郎;正二;宗室;启秀;5;;满洲;正白;;进士
夏;光绪;十二;1886;2;盛京户部;盛京户部侍郎;侍郎;户部侍郎;正二;宗室;启秀;5;;满洲;正白;;进士
春;光绪;十三;1887;1;盛京户部;盛京户部侍郎;侍郎;户部侍郎;正二;宗室;启秀;5;;满洲;正白;;进士
秋;道光;二十;1840;3;奉天府;奉天府府尹;府尹;奉天府府尹;正三;;呈麟;2;;满洲;正蓝;;进士
春;道光;二十二;1842;1;奉天府;奉天府府尹;府尹;奉天府府尹;正三;;呈麟;2;;满洲;正蓝;;
秋;咸丰;七;1857;3;盛京刑部;盛京刑部侍郎;侍郎;刑部侍郎;正二;宗室;和润;4;;满洲;镶蓝;;进士
冬;咸丰;八;1858;4;盛京刑部;盛京刑部侍郎;侍郎;刑部侍郎;正二;宗室;和润;4;;满洲;镶蓝;;进士
夏;咸丰;九;1859;2;盛京刑部;盛京刑部侍郎;侍郎;刑部侍郎;正二;宗室;和润;4;;满洲;镶蓝;;进士
秋;咸丰;十;1860;3;盛京刑部;盛京刑部侍郎;侍郎;刑部侍郎;正二;宗室;和润;4;;满洲;镶蓝;;进士
秋;嘉庆;十七;1812;3;将军衙门;盛京将军;将军;镇守盛京地方统领满兵将军;从一;;和瑛;1;和宁;蒙古;正黄;;进士
夏;嘉庆;二十五;1820;2;副都统;伯都讷副都统;副都统;镇守白都讷地方副都统;从二;;和福;1;和尔;满洲;正白;;
夏;道光;四;1824;2;副都统;吉林副都统;副都统;镇守吉林地方副都统;从二;;和福;2;;满洲;正白;;
秋;道光;六;1826;3;副都统;吉林副都统;副都统;镇守吉林地方副都统;从二;;和福;2;;满洲;正白;;
春;道光;七;1827;1;副都统;宁古塔副都统;副都统;镇守宁古塔地方副都统;从二;;和福;2;;满洲;正白;;
冬;道光;十;1830;4;副都统;宁古塔副都统;副都统;镇守宁古塔地方副都统;从二;;和福;2;;满洲;正白;;
夏;道光;十三;1833;2;副都统;熊岳副都统;副都统;镇守熊岳等处副都统;从二;;和福;1;;满洲;正白;;
冬;嘉庆;二十一;1816;4;副都统;盛京副都统;副都统;镇守盛京等处副都统;从二;;和福;3;;满洲;镶黄;;
春;嘉庆;二十二;1817;1;副都统;盛京副都统;副都统;镇守盛京等处副都统;从二;;和福;3;;满洲;镶黄;;
冬;嘉庆;二十二;1817;4;副都统;盛京副都统;副都统;镇守盛京等处副都统;从二;;和福;3;;满洲;镶黄;;
夏;咸丰;三;1853;2;盛京礼部;盛京礼部侍郎;侍郎;礼部侍郎;正二;;和色本;2;;满洲;正蓝;;
春;咸丰;六;1856;1;盛京礼部;盛京礼部侍郎;侍郎;礼部侍郎;正二;;和色本;2;;满洲;正蓝;;
秋;道光;十六;1836;3;副都统;吉林副都统;副都统;镇守吉林等处地方副都统;从二;;咸龄;4;;满洲;镶黄;;监生
冬;道光;十六;1836;4;副都统;吉林副都统;副都统;镇守吉林等处地方副都统;从二;;咸龄;4;;满洲;镶黄;;监生
秋;道光;十七;1837;3;副都统;吉林副都统;副都统;镇守吉林等处地方副都统;从二;;咸龄;4;;满洲;镶黄;;监生
夏;道光;十八;1838;2;副都统;吉林副都统;副都统;镇守吉林等处地方副都统;从二;;咸龄;4;;满洲;镶黄;;监生
夏;道光;十六;1836;2;副都统;宁古塔副都统;副都统;镇守宁古塔地方副都统;从二;;咸龄;1;;满洲;镶黄;;
夏;道光;十六;1836;2;将军衙门;黑龙江将军;将军;镇守黑龙江等处将军;从一;;哈丰阿;6;;满洲;镶黄;侍卫;
秋;道光;十六;1836;3;将军衙门;黑龙江将军;将军;镇守黑龙江等处将军;从一;;哈丰阿;6;;满洲;镶黄;侍卫;
冬;道光;十六;1836;4;将军衙门;黑龙江将军;将军;镇守黑龙江等处将军;从一;;哈丰阿;6;;满洲;镶黄;侍卫;
秋;道光;十七;1837;3;将军衙门;黑龙江将军;将军;镇守黑龙江等处将军;从一;;哈丰阿;6;;满洲;镶黄;侍卫;
夏;道光;十八;1838;2;将军衙门;黑龙江将军;将军;镇守黑龙江等处将军;从一;;哈丰阿;6;;满洲;镶黄;侍卫;
夏;道光;十九;1839;2;将军衙门;黑龙江将军;将军;镇守黑龙江等处将军;从一;;哈丰阿;6;;满洲;镶黄;侍卫;
秋;嘉庆;十七;1812;3;盛京兵部;盛京兵部侍郎;侍郎;兵部侍郎;正二;;哈鲁堪;1;;满洲;正黄;;
秋;光绪;五;1879;3;盛京刑部;盛京刑部侍郎;侍郎;刑部侍郎;正二;;啟秀;2;;满洲;正白;;
春;光绪;七;1881;1;盛京刑部;盛京刑部侍郎;侍郎;刑部侍郎;正二;;啟秀;2;;满洲;正白;;
秋;乾隆;四十二;1777;3;户部;奉天府府尹;侍郎;户部侍郎奉天府府尹事;正二;;喀尔崇义;1;;满洲;镶白;;生员
秋;乾隆;三十八;1773;3;盛京刑部;盛京刑部侍郎;侍郎;刑部侍郎;正二;;喀尔崇义;1;;满洲;镶白;;生员
夏;咸丰;三;1853;2;副都统;阿勒楚喀副都统;副都统;镇守阿尔楚喀地方副都统;从二;;喀通阿;6;;满洲;正黄;;
春;咸丰;六;1856;1;副都统;阿勒楚喀副都统;副都统;镇守阿勒楚喀地方副都统;从二;;喀通阿;6;;蒙古;正黄;;
秋;咸丰;七;1857;3;副都统;阿勒楚喀副都统;副都统;镇守阿勒楚喀地方副都统;从二;;喀通阿;6;;蒙古;正黄;;
