科年年号;科年时间;科年公历;科年干支;科;名次;科名;甲第;姓名;数据库3原名;省;府;县或州;旗分;民族;民族特点;先赋身份;旗人驻防地;说明;籍1;籍2;政治身份
嘉庆;四;1799;己未;正科;091;赐同进士出身;3;贵庆;;镶白;满洲;;镶白;满洲;;;;;;;旗人
嘉庆;四;1799;己未;正科;091;赐同进士出身;3;贵庆;;镶白;满洲;;镶白;满洲;;;;;;;旗人
嘉庆;四;1799;己未;正科;091;赐同进士出身;3;贵庆;;镶白;满洲;;镶白;满洲;;;;;;;旗人
嘉庆;四;1799;己未;正科;091;赐同进士出身;3;贵庆;;镶白;满洲;;镶白;满洲;;;;;;;旗人
嘉庆;四;1799;己未;正科;091;赐同进士出身;3;贵庆;;镶白;满洲;;镶白;满洲;;;;;;;旗人
嘉庆;十九;1814;甲戌;正科;012;赐进士出身;2;呈麟;;正蓝;满洲;;正蓝;满洲;;;;;;;旗人
道光;二年;1822;壬午;恩科;114;赐同进士出身;3;吉年;;镶蓝;满洲;;镶蓝;满洲;;;;;;;旗人
道光;十三;1833;癸已;正科;028;赐进士出身;2;福济;;镶白;满洲;;镶白;满洲;;;;;;;旗人
道光;十三;1833;癸已;正科;028;赐进士出身;2;福济;;镶白;满洲;;镶白;满洲;;;;;;;旗人
嘉庆;二十五;1820;庚辰;正科;083;赐同进士出身;3;恒春;;正白;满洲;;正白;满洲;;;;;;;旗人
嘉庆;二十五;1820;庚辰;正科;083;赐同进士出身;3;恒春;;正白;满洲;;正白;满洲;;;;;;;旗人
嘉庆;二十五;1820;庚辰;正科;039;赐同进士出身;3;文蔚;;正蓝;满洲;;正蓝;满洲;;;;;;;旗人
嘉庆;二十五;1820;庚辰;正科;039;赐同进士出身;3;文蔚;;正蓝;满洲;;正蓝;满洲;;;;;;;旗人
嘉庆;二十五;1820;庚辰;正科;039;赐同进士出身;3;文蔚;;正蓝;满洲;;正蓝;满洲;;;;;;;旗人
道光;十五;1835;乙未;正科;036;赐同进士出身;3;景霖;;正白;满洲;;正白;满洲;;;;;;;旗人
道光;十五;1835;乙未;正科;036;赐同进士出身;3;景霖;;正白;满洲;;正白;满洲;;;;;;;旗人
道光;十五;1835;乙未;正科;036;赐同进士出身;3;景霖;;正白;满洲;;正白;满洲;;;;;;;旗人
道光;二十;1840;庚子;正科;048;赐进士出身;2;和润;;镶蓝;满洲;;镶蓝;满洲;;宗室;;;;;旗人
道光;二十;1840;庚子;正科;048;赐进士出身;2;和润;;镶蓝;满洲;;镶蓝;满洲;;宗室;;;;;旗人
道光;二十;1840;庚子;正科;048;赐进士出身;2;和润;;镶蓝;满洲;;镶蓝;满洲;;宗室;;;;;旗人
道光;二十;1840;庚子;正科;048;赐进士出身;2;和润;;镶蓝;满洲;;镶蓝;满洲;;宗室;;;;;旗人
道光;十五;1835;乙未;正科;036;赐同进士出身;3;景霖;;正白;满洲;;正白;满洲;;;;;;;旗人
道光;十五;1835;乙未;正科;036;赐同进士出身;3;景霖;;正白;满洲;;正白;满洲;;;;;;;旗人
道光;十五;1835;乙未;正科;036;赐同进士出身;3;景霖;;正白;满洲;;正白;满洲;;;;;;;旗人
光绪;二;1876;丙子;恩科;123;赐进士出身;2;廷杰;;正白;满洲;;正白;满洲;;;;;;;旗人
光绪;二;1876;丙子;恩科;123;赐进士出身;2;廷杰;;正白;满洲;;正白;满洲;;;;;;;旗人
光绪;二;1876;丙子;恩科;123;赐进士出身;2;廷杰;;正白;满洲;;正白;满洲;;;;;;;旗人
光绪;二;1876;丙子;恩科;123;赐进士出身;2;廷杰;;正白;满洲;;正白;满洲;;;;;;;旗人
光绪;二;1876;丙子;恩科;123;赐进士出身;2;廷杰;;正白;满洲;;正白;满洲;;;;;;;旗人
光绪;二;1876;丙子;恩科;123;赐进士出身;2;廷杰;;正白;满洲;;正白;满洲;;;;;;;旗人
光绪;二;1876;丙子;恩科;123;赐进士出身;2;廷杰;;正白;满洲;;正白;满洲;;;;;;;旗人
光绪;二;1876;丙子;恩科;123;赐进士出身;2;廷杰;;正白;满洲;;正白;满洲;;;;;;;旗人
乾隆;十三;1748;戊辰;翻译科;001;翻译进士;;明福;;正黄;蒙古;额起立佐领下;正黄;蒙古;;;;;;;旗人
乾隆;四十四1782;1779;己亥;翻译科;001;翻译进士;;富俊;;正黄;蒙古;万舒保佐领下;正黄;蒙古;;;;;;;旗人
乾隆;四十四1782;1779;己亥;翻译科;001;翻译进士;;富俊;;正黄;蒙古;万舒保佐领下;正黄;蒙古;;;;;;;旗人
乾隆;四十四1782;1779;己亥;翻译科;001;翻译进士;;富俊;;正黄;蒙古;万舒保佐领下;正黄;蒙古;;;;;;;旗人
乾隆;四十四1782;1779;己亥;翻译科;001;翻译进士;;富俊;;正黄;蒙古;万舒保佐领下;正黄;蒙古;;;;;;;旗人
乾隆;四十四1782;1779;己亥;翻译科;001;翻译进士;;富俊;;正黄;蒙古;万舒保佐领下;正黄;蒙古;;;;;;;旗人
乾隆;四十四1782;1779;己亥;翻译科;001;翻译进士;;富俊;;正黄;蒙古;万舒保佐领下;正黄;蒙古;;;;;;;旗人
乾隆;四十四1782;1779;己亥;翻译科;001;翻译进士;;富俊;;正黄;蒙古;万舒保佐领下;正黄;蒙古;;;;;;;旗人
乾隆;四十四1782;1779;己亥;翻译科;001;翻译进士;;富俊;;正黄;蒙古;万舒保佐领下;正黄;蒙古;;;;;;;旗人
乾隆;四十四1782;1779;己亥;翻译科;001;翻译进士;;富俊;;正黄;蒙古;万舒保佐领下;正黄;蒙古;;;;;;;旗人
乾隆;四十四1782;1779;己亥;翻译科;001;翻译进士;;富俊;;正黄;蒙古;万舒保佐领下;正黄;蒙古;;;;;;;旗人
乾隆;四十四1782;1779;己亥;翻译科;001;翻译进士;;富俊;;正黄;蒙古;万舒保佐领下;正黄;蒙古;;;;;;;旗人
乾隆;四十四1782;1779;己亥;翻译科;001;翻译进士;;富俊;;正黄;蒙古;万舒保佐领下;正黄;蒙古;;;;;;;旗人
乾隆;四十四1782;1779;己亥;翻译科;001;翻译进士;;富俊;;正黄;蒙古;万舒保佐领下;正黄;蒙古;;;;;;;旗人
乾隆;四十四1782;1779;己亥;翻译科;001;翻译进士;;富俊;;正黄;蒙古;万舒保佐领下;正黄;蒙古;;;;;;;旗人
乾隆;四十四1782;1779;己亥;翻译科;001;翻译进士;;富俊;;正黄;蒙古;万舒保佐领下;正黄;蒙古;;;;;;;旗人
乾隆;四十四1782;1779;己亥;翻译科;001;翻译进士;;富俊;;正黄;蒙古;万舒保佐领下;正黄;蒙古;;;;;;;旗人
嘉庆;十;1805;乙丑;正科;086;赐进士出身;2;宝兴;;镶黄;满洲;;镶黄;满洲;;觉罗;;;;;旗人
嘉庆;十;1805;乙丑;正科;086;赐进士出身;2;宝兴;;镶黄;满洲;;镶黄;满洲;;觉罗;;;;;旗人
嘉庆;十;1805;乙丑;正科;086;赐进士出身;2;宝兴;;镶黄;满洲;;镶黄;满洲;;觉罗;;;;;旗人
嘉庆;十;1805;乙丑;正科;086;赐进士出身;2;宝兴;;镶黄;满洲;;镶黄;满洲;;觉罗;;;;;旗人
嘉庆;十;1805;乙丑;正科;086;赐进士出身;2;宝兴;;镶黄;满洲;;镶黄;满洲;;觉罗;;;;;旗人
嘉庆;十;1805;乙丑;正科;086;赐进士出身;2;宝兴;;镶黄;满洲;;镶黄;满洲;;觉罗;;;;;旗人
嘉庆;十九;1814;甲戌;正科;013;赐同进士出身;3;广林;;正黄;蒙古;;正黄;蒙古;;;;;;;旗人
嘉庆;十九;1814;甲戌;正科;013;赐同进士出身;3;广林;;正黄;蒙古;;正黄;蒙古;;;;;;;旗人
嘉庆;十九;1814;甲戌;正科;013;赐同进士出身;3;广林;;正黄;蒙古;;正黄;蒙古;;;;;;;旗人
嘉庆;十九;1814;甲戌;正科;013;赐同进士出身;3;广林;;正黄;蒙古;;正黄;蒙古;;;;;;;旗人
嘉庆;十九;1814;甲戌;正科;013;赐同进士出身;3;广林;;正黄;蒙古;;正黄;蒙古;;;;;;;旗人
嘉庆;十九;1814;甲戌;正科;013;赐同进士出身;3;广林;;正黄;蒙古;;正黄;蒙古;;;;;;;旗人
道光;九年;1829;己丑;正科;034;赐进士出身;2;倭仁;;正红;蒙古;;正红;蒙古;;;;;;;旗人
道光;九年;1829;己丑;正科;034;赐进士出身;2;倭仁;;正红;蒙古;;正红;蒙古;;;;;;;旗人
道光;九年;1829;己丑;正科;034;赐进士出身;2;倭仁;;正红;蒙古;;正红;蒙古;;;;;;;旗人
道光;九年;1829;己丑;正科;034;赐进士出身;2;倭仁;;正红;蒙古;;正红;蒙古;;;;;;;旗人
道光;二十一;1841;辛丑;恩科;066;赐进士出身;2;宝珣;;镶黄;满洲;;镶黄;满洲;;;;;;;旗人
道光;二十一;1841;辛丑;恩科;066;赐进士出身;2;宝珣;;镶黄;满洲;;镶黄;满洲;;;;;;;旗人
道光;二十一;1841;辛丑;恩科;066;赐进士出身;2;宝珣;;镶黄;满洲;;镶黄;满洲;;;;;;;旗人
道光;三十年;1850;庚戌;正科;079;赐进士出身;2;崇实;;镶黄;满洲;;镶黄;满洲;;;;;;;旗人
道光;三十年;1850;庚戌;正科;079;赐进士出身;2;崇实;;镶黄;满洲;;镶黄;满洲;;;;;;;旗人
道光;三十年;1850;庚戌;正科;079;赐进士出身;2;崇实;;镶黄;满洲;;镶黄;满洲;;;;;;;旗人
光绪;二;1876;丙子;恩科;123;赐进士出身;2;廷杰;;正白;满洲;;正白;满洲;;;;;;;旗人
光绪;二;1876;丙子;恩科;123;赐进士出身;2;廷杰;;正白;满洲;;正白;满洲;;;;;;;旗人
光绪;二;1876;丙子;恩科;123;赐进士出身;2;廷杰;;正白;满洲;;正白;满洲;;;;;;;旗人
光绪;二;1876;丙子;恩科;123;赐进士出身;2;廷杰;;正白;满洲;;正白;满洲;;;;;;;旗人
同治;十三;1874;甲戍;正科;039;赐进士出身;2;赵尔巽;;正蓝;汉军;;正蓝;汉军;;;;;;;旗人
同治;十三;1874;甲戍;正科;039;赐进士出身;2;赵尔巽;;正蓝;汉军;;正蓝;汉军;;;;;;;旗人
顺治;九;1652;壬辰;满蒙正科;003;赐进士及第;1;巴海;;镶蓝;满洲;;镶蓝;满洲;;;;;;;旗人
顺治;九;1652;壬辰;满蒙正科;003;赐进士及第;1;巴海;;镶蓝;满洲;;镶蓝;满洲;;;;;;;旗人
顺治;九;1652;壬辰;满蒙正科;003;赐进士及第;1;巴海;;镶蓝;满洲;;镶蓝;满洲;;;;;;;旗人
顺治;九;1652;壬辰;满蒙正科;003;赐进士及第;1;巴海;;镶蓝;满洲;;镶蓝;满洲;;;;;;;旗人
顺治;九;1652;壬辰;满蒙正科;003;赐进士及第;1;巴海;;镶蓝;满洲;;镶蓝;满洲;;;;;;;旗人
顺治;九;1652;壬辰;满蒙正科;003;赐进士及第;1;巴海;;镶蓝;满洲;;镶蓝;满洲;;;;;;;旗人
顺治;九;1652;壬辰;满蒙正科;003;赐进士及第;1;巴海;;镶蓝;满洲;;镶蓝;满洲;;;;;;;旗人
顺治;九;1652;壬辰;满蒙正科;003;赐进士及第;1;巴海;;镶蓝;满洲;;镶蓝;满洲;;;;;;;旗人
顺治;九;1652;壬辰;满蒙正科;003;赐进士及第;1;巴海;;镶蓝;满洲;;镶蓝;满洲;;;;;;;旗人
雍正;五;1727;丁未;正科;043;赐进士出身;2;常德;;正红;满洲;;正红;满洲;;;;;;;旗人
雍正;五;1727;丁未;正科;043;赐进士出身;2;常德;;正红;满洲;;正红;满洲;;;;;;;旗人
嘉庆;十;1805;乙丑;翻译科;003;翻译进士;;常德;;正红;满洲;嘉庆十年;正红;满洲;;;;翻译进士;;;旗人
乾隆;四十四1782;1779;己亥;翻译科;001;翻译进士;;富俊;;正黄;蒙古;万舒保佐领下;正黄;蒙古;;;;;;;旗人
乾隆;四十四1782;1779;己亥;翻译科;001;翻译进士;;富俊;;正黄;蒙古;万舒保佐领下;正黄;蒙古;;;;;;;旗人
乾隆;四十四1782;1779;己亥;翻译科;001;翻译进士;;富俊;;正黄;蒙古;万舒保佐领下;正黄;蒙古;;;;;;;旗人
乾隆;四十四1782;1779;己亥;翻译科;001;翻译进士;;富俊;;正黄;蒙古;万舒保佐领下;正黄;蒙古;;;;;;;旗人
乾隆;四十四1782;1779;己亥;翻译科;001;翻译进士;;富俊;;正黄;蒙古;万舒保佐领下;正黄;蒙古;;;;;;;旗人
乾隆;四十四1782;1779;己亥;翻译科;001;翻译进士;;富俊;;正黄;蒙古;万舒保佐领下;正黄;蒙古;;;;;;;旗人
乾隆;四十四1782;1779;己亥;翻译科;001;翻译进士;;富俊;;正黄;蒙古;万舒保佐领下;正黄;蒙古;;;;;;;旗人
乾隆;四十四1782;1779;己亥;翻译科;001;翻译进士;;富俊;;正黄;蒙古;万舒保佐领下;正黄;蒙古;;;;;;;旗人
乾隆;四十四1782;1779;己亥;翻译科;001;翻译进士;;富俊;;正黄;蒙古;万舒保佐领下;正黄;蒙古;;;;;;;旗人
乾隆;四十四1782;1779;己亥;翻译科;001;翻译进士;;富俊;;正黄;蒙古;万舒保佐领下;正黄;蒙古;;;;;;;旗人
乾隆;四十四1782;1779;己亥;翻译科;001;翻译进士;;富俊;;正黄;蒙古;万舒保佐领下;正黄;蒙古;;;;;;;旗人
乾隆;四十四1782;1779;己亥;翻译科;001;翻译进士;;富俊;;正黄;蒙古;万舒保佐领下;正黄;蒙古;;;;;;;旗人
乾隆;四十四1782;1779;己亥;翻译科;001;翻译进士;;富俊;;正黄;蒙古;万舒保佐领下;正黄;蒙古;;;;;;;旗人
乾隆;四十四1782;1779;己亥;翻译科;001;翻译进士;;富俊;;正黄;蒙古;万舒保佐领下;正黄;蒙古;;;;;;;旗人
乾隆;四十四1782;1779;己亥;翻译科;001;翻译进士;;富俊;;正黄;蒙古;万舒保佐领下;正黄;蒙古;;;;;;;旗人
乾隆;四十四1782;1779;己亥;翻译科;001;翻译进士;;富俊;;正黄;蒙古;万舒保佐领下;正黄;蒙古;;;;;;;旗人
乾隆;四十四1782;1779;己亥;翻译科;001;翻译进士;;富俊;;正黄;蒙古;万舒保佐领下;正黄;蒙古;;;;;;;旗人
乾隆;四十四1782;1779;己亥;翻译科;001;翻译进士;;富俊;;正黄;蒙古;万舒保佐领下;正黄;蒙古;;;;;;;旗人
乾隆;四十四1782;1779;己亥;翻译科;001;翻译进士;;富俊;;正黄;蒙古;万舒保佐领下;正黄;蒙古;;;;;;;旗人
乾隆;四十四1782;1779;己亥;翻译科;001;翻译进士;;富俊;;正黄;蒙古;万舒保佐领下;正黄;蒙古;;;;;;;旗人
乾隆;四十四1782;1779;己亥;翻译科;001;翻译进士;;富俊;;正黄;蒙古;万舒保佐领下;正黄;蒙古;;;;;;;旗人
乾隆;四十四1782;1779;己亥;翻译科;001;翻译进士;;富俊;;正黄;蒙古;万舒保佐领下;正黄;蒙古;;;;;;;旗人
乾隆;四十四1782;1779;己亥;翻译科;001;翻译进士;;富俊;;正黄;蒙古;万舒保佐领下;正黄;蒙古;;;;;;;旗人
乾隆;四十四1782;1779;己亥;翻译科;001;翻译进士;;富俊;;正黄;蒙古;万舒保佐领下;正黄;蒙古;;;;;;;旗人
嘉庆;十;1805;乙丑;正科;086;赐进士出身;2;宝兴;;镶黄;满洲;;镶黄;满洲;;觉罗;;;;;旗人
嘉庆;十;1805;乙丑;正科;086;赐进士出身;2;宝兴;;镶黄;满洲;;镶黄;满洲;;觉罗;;;;;旗人
嘉庆;十;1805;乙丑;正科;086;赐进士出身;2;宝兴;;镶黄;满洲;;镶黄;满洲;;觉罗;;;;;旗人
嘉庆;十四;1809;己已;恩科;084;赐同进士出身;3;惟勤;;镶蓝;满洲;;镶蓝;满洲;;宗室;;;;;旗人
嘉庆;十四;1809;己已;恩科;084;赐同进士出身;3;惟勤;;镶蓝;满洲;;镶蓝;满洲;;宗室;;;;;旗人
嘉庆;十四;1809;己已;恩科;084;赐同进士出身;3;惟勤;;镶蓝;满洲;;镶蓝;满洲;;宗室;;;;;旗人
嘉庆;十四;1809;己已;恩科;084;赐同进士出身;3;惟勤;;镶蓝;满洲;;镶蓝;满洲;;宗室;;;;;旗人
嘉庆;十四;1809;己已;恩科;084;赐同进士出身;3;惟勤;;镶蓝;满洲;;镶蓝;满洲;;宗室;;;;;旗人
嘉庆;十四;1809;己已;恩科;084;赐同进士出身;3;惟勤;;镶蓝;满洲;;镶蓝;满洲;;宗室;;;;;旗人
道光;二十五;1845;乙已;恩科;017;赐进士出身;2;皁保;皂保;镶黄;满洲;;镶黄;满洲;;;;;;;旗人
道光;二十五;1845;乙已;恩科;017;赐进士出身;2;皁保;皂保;镶黄;满洲;;镶黄;满洲;;;;;;;旗人
道光;二十五;1845;乙已;恩科;017;赐进士出身;2;皁保;皂保;镶黄;满洲;;镶黄;满洲;;;;;;;旗人
道光;二十五;1845;乙已;恩科;017;赐进士出身;2;皁保;皂保;镶黄;满洲;;镶黄;满洲;;;;;;;旗人
咸丰;六年;1856;丙辰;正科;028;赐进士出身;2;铭安;;镶黄;满洲;;镶黄;满洲;内务府;;;;;;旗人
咸丰;六年;1856;丙辰;正科;028;赐进士出身;2;铭安;;镶黄;满洲;;镶黄;满洲;内务府;;;;;;旗人
咸丰;六年;1856;丙辰;正科;028;赐进士出身;2;铭安;;镶黄;满洲;;镶黄;满洲;内务府;;;;;;旗人
咸丰;六年;1856;丙辰;正科;028;赐进士出身;2;铭安;;镶黄;满洲;;镶黄;满洲;内务府;;;;;;旗人
咸丰;六年;1856;丙辰;正科;028;赐进士出身;2;铭安;;镶黄;满洲;;镶黄;满洲;内务府;;;;;;旗人
咸丰;六年;1856;丙辰;正科;028;赐进士出身;2;铭安;;镶黄;满洲;;镶黄;满洲;内务府;;;;;;旗人
同治;二;1863;癸亥;恩科;053;赐同进士出身;3;延茂;;正白;汉军;;正白;汉军;内务府;;;;;;旗人
同治;二;1863;癸亥;恩科;053;赐同进士出身;3;延茂;;正白;汉军;;正白;汉军;内务府;;;;;;旗人
同治;二;1863;癸亥;恩科;053;赐同进士出身;3;延茂;;正白;汉军;;正白;汉军;内务府;;;;;;旗人
同治;二;1863;癸亥;恩科;053;赐同进士出身;3;延茂;;正白;汉军;;正白;汉军;内务府;;;;;;旗人
乾隆;四十四1782;1779;己亥;翻译科;001;翻译进士;;富俊;;正黄;蒙古;万舒保佐领下;正黄;蒙古;;;;;;;旗人
乾隆;四十四1782;1779;己亥;翻译科;001;翻译进士;;富俊;;正黄;蒙古;万舒保佐领下;正黄;蒙古;;;;;;;旗人
乾隆;四十四1782;1779;己亥;翻译科;001;翻译进士;;富俊;;正黄;蒙古;万舒保佐领下;正黄;蒙古;;;;;;;旗人
乾隆;四十四1782;1779;己亥;翻译科;001;翻译进士;;富俊;;正黄;蒙古;万舒保佐领下;正黄;蒙古;;;;;;;旗人
乾隆;四十四1782;1779;己亥;翻译科;001;翻译进士;;富俊;;正黄;蒙古;万舒保佐领下;正黄;蒙古;;;;;;;旗人
乾隆;四十四1782;1779;己亥;翻译科;001;翻译进士;;富俊;;正黄;蒙古;万舒保佐领下;正黄;蒙古;;;;;;;旗人
乾隆;四十四1782;1779;己亥;翻译科;001;翻译进士;;富俊;;正黄;蒙古;万舒保佐领下;正黄;蒙古;;;;;;;旗人
乾隆;四十四1782;1779;己亥;翻译科;001;翻译进士;;富俊;;正黄;蒙古;万舒保佐领下;正黄;蒙古;;;;;;;旗人
嘉庆;七;1802;壬戌;正科;052;赐同进士出身;3;果齐斯欢;;镶蓝;满洲;;镶蓝;满洲;;宗室;;;;;旗人
顺治;十二;1655;乙未;满蒙正科;001;赐进士及第;1;图尔臣;图尔宸;正白;满洲;;正白;满洲;;;;;;;旗人
顺治;十二;1655;乙未;满蒙正科;001;赐进士及第;1;图尔臣;图尔宸;正白;满洲;;正白;满洲;;;;;;;旗人
雍正;五;1727;丁未;正科;059;赐同进士出身;3;瓦尔达;;正黄;满洲;;正黄;满洲;;;;;;;旗人
雍正;五;1727;丁未;正科;059;赐同进士出身;3;瓦尔达;;正黄;满洲;;正黄;满洲;;;;;;;旗人
乾隆;十七;1752;壬申;恩科;092;赐同进士出身;3;德风;;正白;满洲;;正白;满洲;;;;;;;旗人
乾隆;十七;1752;壬申;恩科;092;赐同进士出身;3;德风;;正白;满洲;;正白;满洲;;;;;;;旗人
乾隆;十六;1751;辛未;正科;078;赐同进士出身;3;全魁;;镶白;满洲;;镶白;满洲;;;;;;;旗人
乾隆;十六;1751;辛未;正科;078;赐同进士出身;3;全魁;;镶白;满洲;;镶白;满洲;;;;;;;旗人
乾隆;十六;1751;辛未;正科;078;赐同进士出身;3;全魁;;镶白;满洲;;镶白;满洲;;;;;;;旗人
乾隆;十六;1751;辛未;正科;078;赐同进士出身;3;全魁;;镶白;满洲;;镶白;满洲;;;;;;;旗人
乾隆;五十二;1787;丁未;正科;058;赐同进士出身;3;瑚素通阿;瑚图灵阿;正白;满洲;;正白;满洲;;;;;;;旗人
乾隆;四十九;1784;甲辰;正科;065;赐同进士出身;3;成书;;镶白;满洲;;镶白;满洲;;;;;;;旗人
乾隆;四十九;1784;甲辰;正科;065;赐同进士出身;3;成书;;镶白;满洲;;镶白;满洲;;;;;;;旗人
乾隆;四十九;1784;甲辰;正科;065;赐同进士出身;3;成书;;镶白;满洲;;镶白;满洲;;;;;;;旗人
乾隆;五十五;1790;庚戌;恩科;009;赐同进士出身;3;德文;;正白;满洲;;正白;满洲;;;;;;;旗人
乾隆;五十五;1790;庚戌;恩科;009;赐同进士出身;3;德文;;正白;满洲;;正白;满洲;;;;;;;旗人
乾隆;五十五;1790;庚戌;恩科;009;赐同进士出身;3;德文;;正白;满洲;;正白;满洲;;;;;;;旗人
乾隆;五十五;1790;庚戌;恩科;009;赐同进士出身;3;德文;;正白;满洲;;正白;满洲;;;;;;;旗人
乾隆;五十五;1790;庚戌;恩科;009;赐同进士出身;3;德文;;正白;满洲;;正白;满洲;;;;;;;旗人
乾隆;五十四;1789;己酉;正科;024;赐同进士出身;3;荣麟;;正蓝;满洲;;正蓝;满洲;;;;;;;旗人
乾隆;五十四;1789;己酉;正科;024;赐同进士出身;3;荣麟;;正蓝;满洲;;正蓝;满洲;;;;;;;旗人
乾隆;五十四;1789;己酉;正科;024;赐同进士出身;3;荣麟;;正蓝;满洲;;正蓝;满洲;;;;;;;旗人
乾隆;三十六;1771;辛卯;恩科;033;赐同进士出身;3;马慧裕;;正黄;汉军;;正黄;汉军;;;;;;;旗人
乾隆;三十六;1771;辛卯;恩科;033;赐同进士出身;3;马慧裕;;正黄;汉军;;正黄;汉军;;;;;;;旗人
乾隆;三十六;1771;辛卯;恩科;033;赐同进士出身;3;马慧裕;;正黄;汉军;;正黄;汉军;;;;;;;旗人
嘉庆;四;1799;己未;正科;091;赐同进士出身;3;贵庆;;镶白;满洲;;镶白;满洲;;;;;;;旗人
嘉庆;四;1799;己未;正科;091;赐同进士出身;3;贵庆;;镶白;满洲;;镶白;满洲;;;;;;;旗人
嘉庆;四;1799;己未;正科;091;赐同进士出身;3;贵庆;;镶白;满洲;;镶白;满洲;;;;;;;旗人
嘉庆;四;1799;己未;正科;091;赐同进士出身;3;贵庆;;镶白;满洲;;镶白;满洲;;;;;;;旗人
嘉庆;四;1799;己未;正科;091;赐同进士出身;3;贵庆;;镶白;满洲;;镶白;满洲;;;;;;;旗人
乾隆;四十五;1780;庚子;恩科;076;赐同进士出身;3;萨彬图;;镶白;满洲;;镶白;满洲;;;;;;;旗人
乾隆;四十五;1780;庚子;恩科;076;赐同进士出身;3;萨彬图;;镶白;满洲;;镶白;满洲;;;;;;;旗人
乾隆;五十五;1790;庚戌;恩科;009;赐同进士出身;3;德文;;正白;满洲;;正白;满洲;;;;;;;旗人
乾隆;五十五;1790;庚戌;恩科;009;赐同进士出身;3;德文;;正白;满洲;;正白;满洲;;;;;;;旗人
乾隆;五十五;1790;庚戌;恩科;009;赐同进士出身;3;德文;;正白;满洲;;正白;满洲;;;;;;;旗人
乾隆;五十五;1790;庚戌;恩科;009;赐同进士出身;3;德文;;正白;满洲;;正白;满洲;;;;;;;旗人
乾隆;五十五;1790;庚戌;恩科;009;赐同进士出身;3;德文;;正白;满洲;;正白;满洲;;;;;;;旗人
乾隆;六十年;1795;乙卯;正科;016;赐同进士出身;3;多山;;正蓝;蒙古;;正蓝;蒙古;;;;;;;旗人
乾隆;六十年;1795;乙卯;正科;016;赐同进士出身;3;多山;;正蓝;蒙古;;正蓝;蒙古;;;;;;;旗人
乾隆;六十年;1795;乙卯;正科;016;赐同进士出身;3;多山;;正蓝;蒙古;;正蓝;蒙古;;;;;;;旗人
乾隆;六十年;1795;乙卯;正科;016;赐同进士出身;3;多山;;正蓝;蒙古;;正蓝;蒙古;;;;;;;旗人
嘉庆;二十二;1817;丁丑;正科;016;赐同进士出身;3;德兴;;镶黄;满洲;;镶黄;满洲;;;;;;;旗人
嘉庆;二十二;1817;丁丑;正科;016;赐同进士出身;3;德兴;;镶黄;满洲;;镶黄;满洲;;;;;;;旗人
嘉庆;二十二;1817;丁丑;正科;016;赐同进士出身;3;德兴;;镶黄;满洲;;镶黄;满洲;;;;;;;旗人
嘉庆;二十二;1817;丁丑;正科;016;赐同进士出身;3;德兴;;镶黄;满洲;;镶黄;满洲;;;;;;;旗人
嘉庆;二十四;1819;己卯;恩科;068;赐进士出身;2;德春;;镶黄;满洲;;镶黄;满洲;;;;;;;旗人
嘉庆;二十四;1819;己卯;恩科;068;赐进士出身;2;德春;;镶黄;满洲;;镶黄;满洲;;;;;;;旗人
道光;六年;1826;丙戌;正科;079;赐进士出身;2;德诚;;镶蓝;满洲;;镶蓝;满洲;;宗室;;;;;旗人
道光;六年;1826;丙戌;正科;079;赐进士出身;2;德诚;;镶蓝;满洲;;镶蓝;满洲;;宗室;;;;;旗人
道光;六年;1826;丙戌;正科;079;赐进士出身;2;德诚;;镶蓝;满洲;;镶蓝;满洲;;宗室;;;;;旗人
道光;六年;1826;丙戌;正科;079;赐进士出身;2;德诚;;镶蓝;满洲;;镶蓝;满洲;;宗室;;;;;旗人
嘉庆;十四;1809;己已;恩科;084;赐同进士出身;3;惟勤;;镶蓝;满洲;;镶蓝;满洲;;宗室;;;;;旗人
嘉庆;十四;1809;己已;恩科;084;赐同进士出身;3;惟勤;;镶蓝;满洲;;镶蓝;满洲;;宗室;;;;;旗人
嘉庆;十四;1809;己已;恩科;084;赐同进士出身;3;惟勤;;镶蓝;满洲;;镶蓝;满洲;;宗室;;;;;旗人
嘉庆;十四;1809;己已;恩科;084;赐同进士出身;3;惟勤;;镶蓝;满洲;;镶蓝;满洲;;宗室;;;;;旗人
嘉庆;十四;1809;己已;恩科;084;赐同进士出身;3;惟勤;;镶蓝;满洲;;镶蓝;满洲;;宗室;;;;;旗人
嘉庆;十四;1809;己已;恩科;084;赐同进士出身;3;惟勤;;镶蓝;满洲;;镶蓝;满洲;;宗室;;;;;旗人
嘉庆;二十五;1820;庚辰;正科;094;赐进士出身;2;明训;;正黄;蒙古;;正黄;蒙古;;;;;;;旗人
嘉庆;二十五;1820;庚辰;正科;094;赐进士出身;2;明训;;正黄;蒙古;;正黄;蒙古;;;;;;;旗人
嘉庆;二十五;1820;庚辰;正科;094;赐进士出身;2;明训;;正黄;蒙古;;正黄;蒙古;;;;;;;旗人
嘉庆;二十五;1820;庚辰;正科;094;赐进士出身;2;明训;;正黄;蒙古;;正黄;蒙古;;;;;;;旗人
嘉庆;二十五;1820;庚辰;正科;094;赐进士出身;2;明训;;正黄;蒙古;;正黄;蒙古;;;;;;;旗人
嘉庆;二十五;1820;庚辰;正科;094;赐进士出身;2;明训;;正黄;蒙古;;正黄;蒙古;;;;;;;旗人
